id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,_source_file,motif_rejet
2023-1340307,2023-12-15,000001,Vente en l'état futur d'achèvement,764600.0,5,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0019,,,69,,,,,,,,,,1,,Inconnu,,,,,,,,2.362083,48.850288,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340308,2023-12-15,000001,Vente en l'état futur d'achèvement,543800.0,5,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0019,,,70,,,,,,,,,,1,,Inconnu,,,,,,,,2.362083,48.850288,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340650,2023-12-20,000001,Vente en l'état futur d'achèvement,322400.0,5,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0019,,,36,,,,,,,,,,1,,Inconnu,,,,,,,,2.362083,48.850288,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340651,2023-12-22,000001,Vente en l'état futur d'achèvement,769700.0,5,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0019,,,82,,,,,,,,,,1,,Inconnu,,,,,,,,2.362083,48.850288,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340652,2023-12-21,000001,Vente en l'état futur d'achèvement,348000.0,5,,RUE AGRIPPA D AUBIGNE,0092,75004,75104,Paris 4e Arrondissement,75,,,75104000AT0019,,,4,,,,,,,,,,1,,Inconnu,,,,,,,,2.362083,48.850288,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340668,2023-12-18,000001,Echange,20400.0,129,,RUE MANIN,5976,75019,75119,Paris 19e Arrondissement,75,,,75119000CX0048,,,168,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.390781,48.884383,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340669,2023-12-18,000002,Echange,10200.0,129,,RUE MANIN,5976,75019,75119,Paris 19e Arrondissement,75,,,75119000CX0048,,,140,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.390781,48.884383,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340812,2023-12-18,000002,Echange,1500.0,78,,RUE NOTRE-DAME DE NAZARETH,6834,75003,75103,Paris 3e Arrondissement,75,,,75103000AB0111,,,15,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.354681,48.86807,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340912,2023-07-06,000001,Adjudication,80000.0,85,,AV DE WAGRAM,9933,75017,75117,Paris 17e Arrondissement,75,,,75117000BK0011,,,34,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.299672,48.880717,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340936,2023-12-20,000002,Echange,100300.0,72,,RUE DES MARAICHERS,5985,75020,75120,Paris 20e Arrondissement,75,,,75120000DM0065,,,19,20,,,,,,,,,1,4,Local industriel. commercial ou assimilé,450,0,,,,,,2.406691,48.853679,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340957,2023-10-12,000001,Adjudication,50500.0,14,,RUE DARU,2576,75008,75108,Paris 8e Arrondissement,75,,,75108000AZ0014,,,471,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.302572,48.877774,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340960,2023-12-07,000001,Adjudication,27100.0,6,,RUE DE LA ROCHEFOUCAULD,5356,75009,75109,Paris 9e Arrondissement,75,,,75109000AH0028,,,350,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.334807,48.877486,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340963,2023-02-09,000001,Adjudication,9000.0,4,,RUE DE LA PLAINE,7508,75020,75120,Paris 20e Arrondissement,75,,,75120000DV0002,,,154,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.399772,48.849459,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340971,2023-10-19,000001,Adjudication,180000.0,15,,RUE ALPHONSE DE NEUVILLE,0235,75017,75117,Paris 17e Arrondissement,75,,,75117000BT0047,,,33,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.301851,48.885846,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340972,2023-11-30,000001,Adjudication,140000.0,28,,BD D INDOCHINE,4702,75019,75119,Paris 19e Arrondissement,75,,,75119000DC0039,,,133,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,32,0,,,,,,2.397894,48.884806,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340975,2023-10-12,000001,Adjudication,104000.0,14,,RUE DARU,2576,75008,75108,Paris 8e Arrondissement,75,,,75108000AZ0014,,,497,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.302572,48.877774,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1340978,2023-05-24,000001,Echange,28000.0,8,,RUE PUVIS DE CHAVANNES,7896,75017,75117,Paris 17e Arrondissement,75,,,75117000BT0032,,,33,,34,,,,,,,,2,3,Dépendance,,0,,,,,,2.301456,48.885825,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1341269,2023-01-13,000001,Vente en l'état futur d'achèvement,499550.0,,,,,,75112,Paris 12e Arrondissement,75,,,75112000BN0044,,,21,42,,,,,,,,,1,,Inconnu,,,,,,,,2.398434,48.832308,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1341335,2023-01-18,000001,Vente en l'état futur d'achèvement,333000.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,354,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1341443,2023-01-09,000001,Vente en l'état futur d'achèvement,504288.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,32,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1341658,2023-01-02,000001,Echange,22500.0,83,,BD SUCHET,9107,75016,75116,Paris 16e Arrondissement,75,,,75116000BP0003,,,59,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.260824,48.85034,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1342041,2023-01-30,000001,Vente en l'état futur d'achèvement,40000.0,22,,RUE THEODORE DECK,9239,75015,75115,Paris 15e Arrondissement,75,,,75115000BK0035,,,161,,,,,,,,,,1,,Inconnu,,,,,,,,2.288184,48.837413,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1342252,2023-01-13,000001,Vente en l'état futur d'achèvement,274939.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,60,20.59,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1342453,2023-02-06,000002,Echange,7800.0,28,,RUE SEDAINE,8901,75011,75111,Paris 11e Arrondissement,75,,,75111000CA0020,,,141,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.37341,48.855803,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1342822,2023-01-24,000001,Vente en l'état futur d'achèvement,500000.0,,,,,,75112,Paris 12e Arrondissement,75,,,75112000BT0059,,,1004,,,,,,,,,,1,,Inconnu,,,,,,,,2.391855,48.837259,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1343395,2023-02-23,000001,Vente en l'état futur d'achèvement,391000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,15,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1343429,2023-02-15,000001,Vente en l'état futur d'achèvement,338200.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,26,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1343521,2023-02-15,000001,Vente en l'état futur d'achèvement,551000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,17,41.9,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1343605,2023-02-09,000001,Vente en l'état futur d'achèvement,869900.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,104,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1343607,2023-02-01,000001,Vente en l'état futur d'achèvement,754100.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,551,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1343720,2023-03-01,000001,Vente en l'état futur d'achèvement,449200.0,22,,RUE THEODORE DECK,9239,75015,75115,Paris 15e Arrondissement,75,,,75115000BK0035,,,3,,,,,,,,,,1,,Inconnu,,,,,,,,2.288184,48.837413,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1344179,2023-03-06,000001,Vente en l'état futur d'achèvement,565000.0,65,,RUE GUTENBERG,4430,75015,75115,Paris 15e Arrondissement,75,,,75115000ER0047,,,105,,118,,,,,,,,2,4,Local industriel. commercial ou assimilé,40,0,,,,,,2.279913,48.842306,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1344277,2023-03-02,000001,Echange,22000.0,132,,RUE LEON MAURICE NORDMANN,5570,75013,75113,Paris 13e Arrondissement,75,,,75113000EK0016,,,1052,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.343968,48.834337,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1344529,2023-03-01,000001,Vente en l'état futur d'achèvement,748000.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BR0070,,,12,,,,,,,,,,1,,Inconnu,,,,,,,,2.373369,48.833202,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1345487,2023-03-24,000001,Vente en l'état futur d'achèvement,792200.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,532,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1345543,2023-03-23,000001,Vente en l'état futur d'achèvement,358000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,5,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1345553,2023-03-30,000001,Echange,5019.0,179,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0090,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326205,48.831034,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1345554,2023-03-30,000002,Echange,5752.0,179,,AV DU MAINE,5922,75014,75114,Paris 14e Arrondissement,75,,,75114000CK0090,,,21,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.326205,48.831034,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1345652,2023-01-25,000001,Expropriation,2110500.0,35,,RUE MAURICE RIPOCHE,6209,75014,75114,Paris 14e Arrondissement,75,,,75114000CO0067,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,205,0,S,sols,,,88,2.324169,48.832853,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1345758,2023-03-23,000001,Echange,1000.0,49,,AV LA GRANDE ARMEE,4271,75016,75116,Paris 16e Arrondissement,75,,,75116000FA0089,,,63,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,4738,0,,,,,,2.287931,48.875096,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1346061,2023-04-12,000001,Vente en l'état futur d'achèvement,459000.0,22,,RUE THEODORE DECK,9239,75015,75115,Paris 15e Arrondissement,75,,,75115000BK0035,,,77,,,,,,,,,,1,,Inconnu,,,,,,,,2.288184,48.837413,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1346263,2023-03-27,000001,Vente en l'état futur d'achèvement,652460.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,169,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1346275,2023-03-27,000001,Vente en l'état futur d'achèvement,1066600.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,178,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1346278,2023-03-31,000001,Vente en l'état futur d'achèvement,683000.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,517,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1346341,2023-03-31,000001,Vente en l'état futur d'achèvement,519800.0,,,,,,75112,Paris 12e Arrondissement,75,,,75112000BT0059,,,1010,,,,,,,,,,1,,Inconnu,,,,,,,,2.391855,48.837259,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1346759,2023-04-21,000001,Vente en l'état futur d'achèvement,1095700.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0060,,,537,,,,,,,,,,1,,Inconnu,,,,,,,,2.384077,48.826936,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347046,2023-04-20,000001,Vente en l'état futur d'achèvement,525402.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,25,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347215,2023-04-13,000001,Vente en l'état futur d'achèvement,9000.0,175,B,RUE DE TOLBIAC,9337,75013,75113,Paris 13e Arrondissement,75,,,75113000DW0240,,,524,,,,,,,,,,1,,Inconnu,,,,,,,,2.353011,48.825743,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347252,2023-04-20,000001,Vente en l'état futur d'achèvement,450000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,66,30.49,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347825,2023-04-18,000002,Echange,1000.0,9,,RUE DAGORNO,2511,75012,75112,Paris 12e Arrondissement,75,,,75112000BZ0010,,,25,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,38,0,,,,,,2.399505,48.842592,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347950,2023-04-21,000002,Echange,5000.0,16,,RUE EMILE DUCLAUX,3227,75015,75115,Paris 15e Arrondissement,75,,,75115000CF0011,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.308616,48.842298,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347951,2023-04-27,000001,Vente en l'état futur d'achèvement,379400.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,29,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1347987,2023-04-27,000001,Vente en l'état futur d'achèvement,359900.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,36,24.04,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1348123,2023-05-06,000001,Vente en l'état futur d'achèvement,3000.0,175,B,RUE DE TOLBIAC,9337,75013,75113,Paris 13e Arrondissement,75,,,75113000DW0240,,,525,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.353011,48.825743,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1348444,2023-05-24,000001,Vente en l'état futur d'achèvement,1383000.0,22,,RUE THEODORE DECK,9239,75015,75115,Paris 15e Arrondissement,75,,,75115000BK0035,,,117,,,,,,,,,,1,,Inconnu,,,,,,,,2.288184,48.837413,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1348920,2023-06-01,000001,Vente en l'état futur d'achèvement,1133700.0,22,,RUE THEODORE DECK,9239,75015,75115,Paris 15e Arrondissement,75,,,75115000BK0035,,,219,,,,,,,,,,1,,Inconnu,,,,,,,,2.288184,48.837413,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1348945,2023-05-16,000001,Vente en l'état futur d'achèvement,1606500.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BX0070,,,118,,,,,,,,,,1,,Inconnu,,,,,,,,2.383042,48.825911,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1349150,2023-06-08,000001,Vente en l'état futur d'achèvement,805000.0,21,,AV PARMENTIER,7067,75011,75111,Paris 11e Arrondissement,75,,,75111000AZ0077,,,8,,,,,,,,,,1,,Inconnu,,,,,,,,2.377812,48.860716,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1349465,2023-05-31,000001,Vente en l'état futur d'achèvement,308000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,11,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1349552,2023-05-15,000001,Echange,105000.0,50,,RUE DU GAL DELESTRAINT,4029,75016,75116,Paris 16e Arrondissement,75,,,75116000AV0007,,,12,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.256892,48.840829,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1349932,2023-06-02,000001,Echange,100000.0,133,,RUE DU THEATRE,9230,75015,75115,Paris 15e Arrondissement,75,,,75115000EF0057,,,63,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.297224,48.845769,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1350033,2023-05-26,000001,Vente en l'état futur d'achèvement,1129653.9,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BR0070,,,48,,,,,,,,,,1,,Inconnu,,,,,,,,2.373369,48.833202,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1350314,2023-02-09,000001,Adjudication,81401.0,67,,BD EXELMANS,3465,75016,75116,Paris 16e Arrondissement,75,,,75116000AQ0085,,,338,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.260517,48.842129,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1350499,2023-06-19,000001,Vente en l'état futur d'achèvement,470000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,1,,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1350555,2023-06-15,000001,Vente en l'état futur d'achèvement,310000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,65,21.4,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1350980,2023-06-28,000001,Vente en l'état futur d'achèvement,365000.0,63,,RUE DE BABYLONE,0618,75007,75107,Paris 7e Arrondissement,75,,,75107000BF0001,,,50,28.7,,,,,,,,,1,,Inconnu,,,,,,,,2.315323,48.851437,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
2023-1351329,2023-06-28,000001,Vente en l'état futur d'achèvement,670000.0,,,,,,75113,Paris 13e Arrondissement,75,,,75113000BR0070,,,90,,,,,,,,,,1,,Inconnu,,,,,,,,2.373369,48.833202,dvf_2023_75.csv,"nature_mutation != Vente (['Echange', 'Adjudication', ""Vente en l'état futur d'achèvement"", 'Vente terrain à bâtir', 'Expropriation'])"
